"smiles","AR"
"Cc1cc(CN2Cc3ccccc3C[C@H]2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O","31"
"Cc1cc(Cl)ccc1OC1CCN(CC2CCN([C@@H](Cc3ccc(F)cc3)C(=O)O)CC2)CC1","3"
"Cc1cc(F)ccc1OC1CCN(CC2CCN([C@@H](Cc3ccc(F)cc3)C(=O)O)CC2)CC1","3"
"Cc1cc(NC(=O)Nc2cccc3ccccc23)no1","95.5"
"Cc1cc(NS(=O)(=O)c2ccc(Cl)cc2)no1","8.51"
"Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1","3"
"Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)cc2Cl)n[nH]1","6.17"
"Cc1cc(OC2CCN(CC3CCN([C@@H](Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc1Cl","3.87"
"Cc1cc(OC2CCN(CC3CCN([C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc1Cl","3"
"Cc1cc(OCC(=O)NCc2ccccc2)c2cc(Br)ccc2n1","51.29"
"Cc1cc(OCC(=O)Nc2ccccc2)c2cc(Br)ccc2n1","150"
"Cc1cc(Oc2cc(S(=O)(=O)N3CCC[C@H](n4cc(C)c(=O)[nH]c4=O)C3)ccc2O)ccc1Cl","20.42"
"Cc1cc2cc(C)c3nnc(SCC(=O)N4CCN(C(=O)c5ccco5)CC4)n3c2cc1C","57.54"
"Cc1ccc(-c2cc(-c3ccccc3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1","13.49"
"Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(C(=O)O)cc2)cc1","10.72"
"Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(CC(=O)O)cc2)cc1","4.79"
"Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(C)(=O)=O)cc2)cc1","17.38"
"Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1","25.7"
"Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc([S+](C)[O-])cc2)cc1","14.79"
"Cc1ccc(-c2ccc3c(ccc4sc5c(c43)NC[C@@H](C)NC5=O)n2)cn1","6.92"
"Cc1ccc(-c2cccc(-c3nn[nH]n3)c2)cc1","52.48"
"Cc1ccc(-c2cccc([S@]3(=O)=NC(=O)[C@H](C)N3)c2)cc1","19.5"
"Cc1ccc(-c2nc3ccccc3[nH]2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1","10.23"
"Cc1ccc(-c2nnc(SCC(=O)N3CCN(c4ccccc4)CC3)o2)cc1","150"
"Cc1ccc(-n2c(C)cc(/C=C3\SC(=O)NC3=O)c2C)cc1","17.78"
"Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1","84"
"Cc1ccc(C(=O)N2CC3CNCC(C2)O3)cc1NC(=O)CC12CC3CC(CC(C3)C1)C2","16.25"
"Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)nc1","21"
"Cc1ccc(C(NC(=O)c2ccccc2O)C(=O)Nc2c(C)cccc2C)s1","70"
"Cc1ccc(CCOCCNS(=O)(=O)CCCNCCc2ccc(O)c3nc(O)sc23)cc1","150"
"Cc1ccc(CNC(=O)C2CCCN2S(=O)(=O)c2ccc(F)cc2)cc1","150"
"Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1","31.62"
"Cc1ccc(CO)cc1N(c1ccnc(Nc2cc(N3CCOCC3)cc(S(C)(=O)=O)c2)n1)C(C)C","53.7"
"Cc1ccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1","3"
"Cc1ccc(F)cc1S(=O)(=O)N[C@@H]1CCN(Cc2ccc(-c3ccccc3)cc2)C1","150"
"Cc1ccc(NC(=O)[C@@H]2CCCN2S(=O)(=O)c2cccc3cccnc23)c(C)c1","150"
"Cc1ccc(NC(=O)[C@H]2CCCN2S(=O)(=O)c2cccc3cccnc23)c(C)c1","150"
"Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O","6"
"Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2cscn2)cc1","20"
"Cc1ccc(NC(=O)c2ccoc2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O","3"
"Cc1ccc(S(=O)(=O)N2N=Cc3ccccc3B2O)cc1","6.17"
"Cc1ccc(S(=O)(=O)Nc2c(C(=O)N(C)C3CCCCC3)c(C)nn2-c2ccccc2)cc1","21"
"Cc1ccc(S(=O)(=O)Nc2c(C(=O)N(C)C3CCCCC3)cnn2-c2ccccc2)cc1","48.44"
"Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC(C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1","7"
"Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC(C)C)c(C)nn2-c2ccccc2)cc1","51"
"Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3)c(C)nn2-c2ccccc2)cc1","12"
"Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3)cnn2-c2ccccc2)cc1","27"
"Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3C)c(C)nn2-c2ccccc2)cc1","17"
"Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCCCC3C)cnn2-c2ccccc2)cc1","5"
"Cc1ccc(S(=O)(=O)Nc2c(C(=O)NC3CCOCC3)c(C)nn2-c2ccccc2)cc1","14"
"Cc1ccc(S(=O)(=O)Nc2c(C(=O)NCC(C)(C)C)c(C)nn2-c2ccccc2)cc1","18"
"Cc1ccc(S(=O)(=O)Nc2c(C(=O)NCc3ccccc3)cnn2-c2ccccc2)cc1","40"
"Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C(F)(F)F)nn2-c2ccccc2)cc1","18.84"
"Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C(C)(C)C)cc1","53"
"Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCC2)cc1","17"
"Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCCC2)cc1","8"
"Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCCCC2)cc1","8"
"Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCN(C)CC2)cc1","3"
"Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCN(CC(F)(F)F)CC2)cc1","3"
"Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCOC2)cc1","3"
"Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCOCC2)cc1","3"
"Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCS(=O)(=O)CC2)cc1","4"
"Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2C2CCSCC2)cc1","5"
"Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@@H](C)C(C)(C)C)c(C)nn2CC(F)(F)F)cc1","18"
"Cc1ccc(S(=O)(=O)Nc2c(C(=O)N[C@H](C)C(C)(C)C)c(C)nn2-c2ccccc2)cc1","8"
"Cc1ccc2[nH]c(C(=O)O)nc2c1","9.77"
"Cc1ccc2c(NC[C@](O)(CC(C)(C)c3cc(F)cc4c3OCC4)C(F)(F)F)cccc2n1","50.12"
"Cc1ccc2c(c1)c(Sc1ccc(S(C)(=O)=O)cc1)c(C)n2CC(=O)O","3"
"Cc1ccc2cc(C)c3nnc(SCC(=O)N4CCN(C(=O)c5ccco5)CC4)n3c2c1","87.1"
"Cc1ccc2nc(C[N+]34CCC(CC3)[C@@H](OC(=O)[C@](C)(c3ccccc3)N3CCCCC3)C4)oc2c1","150"
"Cc1cccc(-c2ccc(CNC(=O)CCCc3ccc4cccnc4n3)cc2)c1","60.26"
"Cc1cccc(CN2CCC3(CC2)CCN(C(=O)c2ccccc2)CC3)c1","10.2"
"Cc1cccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1","3"
"Cc1cccc(NC(=O)Nc2cccc3ccccc23)c1","91.2"
"Cc1cccc([C@H](C)c2c[nH]c(=S)[nH]2)c1C","25.7"
"Cc1cccc2c(CCNCc3cccc(CCNC[C@H](O)c4ccc(O)c5[nH]c(=O)sc45)c3)c[nH]c12","24"
"Cc1cccc2c(O)nc(-c3ccc(C(F)(F)F)cc3)nc12","45.71"
"Cc1ccccc1-c1c(C(=O)O)n(CCCOc2cccc3ccccc23)c2ccccc12","123.03"
"Cc1ccccc1/N=N/c1ccc(NC(=O)c2ccnn2C)c(C)c1","51"
"Cc1ccccc1C(OCCN(C)C)c1ccccc1","150"
"Cc1ccccc1CN1CCC(N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CC1","19"
"Cc1ccccc1NC(=O)CCS(=O)(=O)c1ccc(Br)s1","150"
"Cc1ccccc1Nc1nc(N)nc(C)c1Br","150"
"Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(O)c(Oc4cc(F)cc(Cl)c4)c3)C2)c(=O)[nH]c1=O","74.13"
"Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(O)c(Oc4ccc(Cl)cc4)c3)C2)c(=O)[nH]c1=O","89.13"
"Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(O)c(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O","38.02"
"Cc1cn([C@H]2CCCN([C@@H](CC(C)(C)C)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O","3"
"Cc1cn([C@H]2CCCN([C@@H](CC(C)C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O","9.55"
"Cc1cn([C@H]2CCCN([C@H](C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O","3.39"
"Cc1cn([C@H]2CCCN([C@H](CC(C)(C)C)c3ccc(C(=O)O)c(Oc4cccc(Br)c4)c3)C2)c(=O)[nH]c1=O","48.98"
"Cc1cn([C@H]2CCCN([C@H](CC(C)C)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O","9.12"
"Cc1cn([C@H]2CCCN([C@H](CC3CCCCC3)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O","42.66"
"Cc1cn([C@H]2CCCN([C@H](CC3CCOCC3)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)c(=O)[nH]c1=O","19.05"
"Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1","4.27"
"Cc1nc(C(=O)N2CCOC3(CCN(Cc4ccc(Cl)cc4)CC3)C2)cs1","47"
"Cc1nc(CSc2nc(N[C@H](C)CO)c3sc(=O)[nH]c3n2)cs1","3.3"
"Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1","28.18"
"Cc1nc2ccc(-c3ccc(Cl)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1","3.8"
"Cc1nc2ccc(Oc3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1","10.47"
"Cc1nc2ccccn2c1-c1ccnc(N)n1","21.38"
"Cc1nc2ncnn2c(O)c1CCOC(=O)c1c(F)cccc1F","64.34"
"Cc1nc2ncnn2c(O)c1CCOC(=O)c1ccccc1F","129"
"Cc1ncc([N+](=O)[O-])n1CCO","3"
"Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O","3"
"Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1","46"
"Cc1nn(-c2ccc(F)cc2)c(NS(=O)(=O)c2cccnc2)c1C(=O)N[C@@H](C)C(C)(C)C","12"
"Cc1nn(-c2ccccc2)c(N)c1-c1ccccc1","32.36"
"Cc1nn(-c2ccccc2)c(NS(=O)(=O)C2CCCCC2)c1C(=O)N[C@@H](C)C(C)(C)C","15"
"Cc1nn(-c2ccccc2)c(NS(=O)(=O)c2cccc(CN3CCOCC3)c2)c1C(=O)N[C@@H](C)C(C)(C)C","10"
"Cc1nn(C)c(C)c1-c1cccc2c(CCCOc3cccc4ccccc34)c(C(=O)O)[nH]c12","61.66"
"Cc1nn(C)c2ccc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)[C@H](C)C3)cc12","3"
"Cc1nn(C2CCCCC2)c(N)c1-c1ccccc1","13.8"
"Cc1nn(C2CCOCC2)c(NS(=O)(=O)c2ccc(C3CC3)cc2)c1C(=O)N[C@@H](C)C(C)(C)C","3"
"Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2","150"
"Cc1noc(C)c1-c1ccc(CNS(=O)(=O)c2c(C)noc2C)cc1","19.05"
"Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C","3"
"Cc1nocc1C(=O)Nc1ccc(-c2ccccc2OC(F)(F)F)c(N)n1","74.13"
"Cc1oc(-c2ccccc2)cc1C(=O)Nc1cccc(C(=O)O)c1","66.07"
"Cc1oc(=O)oc1CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2n3C(C)S2)CC1","69.18"
"Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2","16.6"
"Cc1sc2ncnc(SCC(=O)N3CCN(C(=O)c4ccco4)CC3)c2c1C","102.33"
"Clc1ccc(COc2ccc(Br)cc2CN2CCOCC2)cc1","54.95"
"Clc1ccc(Cn2c(-c3nn[nH]n3)cc3ccccc32)cc1Cl","12.88"
"Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1","26.92"
"Clc1ccc2ncc(-c3cccc(NC4CNC4)n3)n2c1","19.05"
"Clc1cccc(-c2cnc3ccc(NC4CCOCC4)nn23)c1","14.79"
"Clc1cccc(-n2nnnc2NCc2ccccc2Oc2ccccn2)c1Cl","150"
"Cn1c(-c2ccccc2C(F)(F)F)nnc1C12CCC(c3noc(-c4ccc(F)cc4)n3)(CC1)CC2","7.94"
"Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(F)cc3)nc21","6.17"
"Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21","3"
"Cn1c(=O)c2c(ncn2C)n(C)c1=O","3"
"Cn1cc(C2=C(c3cccc(NCC(O)CO)c3)C(=O)NC2=O)c2cc(F)ccc21","41"
"Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21","6"
"Cn1cnc2c(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)ccc21","3.31"
"Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl","7.08"
"Cn1sc(=O)c2cc(S(=O)(=O)NC3CC3)ccc21","150"
"FC(F)(F)Oc1ccc(-c2nnc(CCCCc3ccc4cccnc4n3)o2)cc1Cl","24.55"
"Fc1cccc(COc2ccc(Nc3ncnc4ccc(-c5cccc(N6CCOCC6)c5)cc34)cc2Cl)c1","44.67"
"N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4c(s3)COCC4)CC2)CC1","3"
"N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nc4cnccc4s3)CC2)CC1","3"
"N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCN(c3nccs3)CC2)CC1","36.31"
"N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4ccc(F)cc4c3C2)CC1","41.41"
"N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4ncccc4c3C2)CC1","3"
"N#CCC(CNc1ncc(C(F)(F)F)cc1Cl)OC(=O)c1c(F)cccc1F","150"
"N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1","5.13"
"N#C[C@]1(NC(=O)[C@@H](N)Cc2cccs2)C[C@H]1c1ccccc1","136"
"N#Cc1c(O)c2c(-c3ccc(-c4ccccc4O)cc3)csc2[nH]c1=O","52.48"
"N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1","3"
"N#Cc1ccc(-c2ccc(NC(=O)Nc3ccc(-c4ccnc5[nH]cnc45)cc3)cc2)cc1","67.61"
"N#Cc1ccc(C(=O)Nc2ccc(-n3ccnc3)nc2)cc1","20.42"
"N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1","3"
"N#Cc1ccc(C[C@@H](C(=O)O)N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1","3"
"N#Cc1ccc(Cl)cc1S[C@H](CCN)c1ccccc1","150"
"N#Cc1ccc(NC(=O)Nc2ccccc2Br)c2nn[nH]c12","69"
"N#Cc1ccc2[nH]c(-c3ccc(F)cc3)c(CCCC(=O)NS(=O)(=O)C(F)(F)F)c2c1","9.8"
"N#Cc1ccc2[nH]c(-c3ccc(F)cc3)c(CCCC(=O)NS(N)(=O)=O)c2c1","19.6"
"N#Cc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2","8.51"
"N#Cc1ccc2ccc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@@H](F)C3)c2c1","16.6"
"N#Cc1cccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1","3"
"N#Cc1cccc(-c2cc(Cl)ccc2OCC(=O)O)c1","5"
"N#Cc1cccc(-c2cccc(C(=O)O)c2)c1","8.13"
"N#Cc1cccc(NCC(=O)Nc2c(Cl)ccc3nc(N4CC[C@@H](O)C4)ccc23)c1","8"
"N#Cc1ccccc1CSc1nc(O)cc(O)n1","3"
"N#Cc1cnc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)s1","5.25"
"N=C(N)N1CCc2ccccc2C1","3.98"
"N=C(N)NC(=O)c1nc(Cl)c(N)nc1N","3"
"N=c1c(S(=O)(=O)c2ccc(Cl)cc2)cc2c(=O)n3ccccc3nc2n1C1CCCC1","35.48"
"NC(=O)COc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1","3"
"NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F","3"
"NC(=O)c1ccn2c(-c3ccccc3)c(-c3ccc(C4(N)CCC4)cc3)nc2c1","3.72"
"NC1(c2ccc(-c3c(-c4ccccc4)ccc4ccnn34)cc2)CCC1","10.23"
"NC1(c2ccc(-c3c(-c4ccccc4)ccn4ncnc34)cc2)CCC1","3"
"NC1(c2ccc(-c3ncc4cccn4c3-c3ccccc3)cc2)CCC1","3"
"NC1(c2ccc(-c3ncc4cccnc4c3-c3ccccc3)cc2)CCC1","19.5"
"NC1(c2ccc(-c3ncc4cnccc4c3-c3ccccc3)cc2)CCC1","150"
"NC1=Nc2ccccc2Sc2cccc(F)c21","13.18"
"NC1=Nc2ccccc2Sc2ccccc21","7.94"
"NCCCCCc1c[nH]c2ccc(F)cc12","74.13"
"NCCCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21","30.72"
"NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21","30.51"
"NCCc1ccc(O)c2nc(O)sc12","150"
"NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl","3"
"NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C(F)(F)F)cc2)cc1","18.2"
"N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1","3"
"N[C@@H]1CCCN(c2c(/C=C3\SC(=O)NC3=O)cccc2-c2ccncc2)C1","8.91"
"N[C@@H]1CCCN(c2ccccc2/C=C2\SC(=O)NC2=O)C1","5.13"
"Nc1[nH]ncc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl","5.62"
"Nc1c(-c2ccccc2)nc(Cl)nc1-c1ccccc1","46.77"
"Nc1c(C(=O)c2cccc(OC[C@@H](O)CO)c2)cnn1-c1ccc(F)cc1","3"
"Nc1c2c(nc3ccccc13)CCCC2","13.8"
"Nc1cc(C(=O)Nc2cccc(-c3nnn[nH]3)c2)cc(C(F)(F)F)c1","23.44"
"Nc1ccc(-c2ccccc2Cl)cc1","123.03"
"Nc1ccc(OCCc2ccccc2)cc1","150"
"Nc1ccc2c(-c3ccncc3)c(-c3ccc(F)cc3)[nH]c2n1","117.49"
"Nc1ccc2c(c1)Cc1cc(N)ccc1-2","61.66"
"Nc1nc(-c2ccc(Cl)c(Cl)c2)c(-c2ccncc2)s1","19.05"
"Nc1nc2ccc(-c3ccncc3)cc2s1","29.51"
"Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1","3"
"Nc1nc2ccc(F)cc2s1","5.75"
"Nc1ncc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)nc1C(=O)Nc1cccnc1","3"
"Nc1ncc2cc(-c3c(Br)cccc3Br)c(N)nc2n1","120.23"
"Nc1ncnc2c1c(COc1cccc(Cl)c1)nn2C1CCOCC1","150"
"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O","3"
"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)NCc2ccccc2)[C@@H](O)[C@H]1O","14.45"
"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)Nc2ccc(Cl)cc2)[C@@H](O)[C@H]1O","93.33"
"Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)Nc2ccccc2)[C@@H](O)[C@H]1O","28.18"
"Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1","72.44"
"O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1","17.38"
"O=C(C1CCN(c2nnc(-n3cccc3)s2)CC1)N1CCN(Cc2ccc3c(c2)OCO3)CC1","50.12"
"O=C(C1CCN(c2nnc(-n3cccc3)s2)CC1)N1CCc2ccccc2C1","46.77"
"O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2c(=O)n(C(CO)CO)ccc12","19"
"O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2c(=O)n(C[C@H]3CCCN3)ccc12","43"
"O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1","14.24"
"O=C(CCCc1ccc2cccnc2n1)NCc1cc(-c2ccc(F)c(C(F)(F)F)c2)no1","19.95"
"O=C(CCOCCc1ccccc1)NCCNCCc1ccc(O)c2nc(O)sc12","71.99"
"O=C(CN1CCOCC1)Nc1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)cc1-c1ccccc1","123.03"
"O=C(CN1CCOCC1)Nc1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)cc1O","18.62"
"O=C(CN1CCOCC1)Nc1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)cc1OCC1CC1","95.5"
"O=C(CN1CCOCC1)Nc1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)cc1OCCN1CCCC1","5.5"
"O=C(CO)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3F)c2-c2ccncn2)CC1","3"
"O=C(CSc1ccccc1)N1CCN(C(=O)c2ccco2)CC1","64.57"
"O=C(CSc1nc2c(c(=O)n1-c1ccccc1)SCC2)Nc1ccc(-c2ccccc2)cn1","150"
"O=C(CSc1nc2c(c(=O)n1-c1ccccc1)SCC2)Nc1ncc(-c2ccccc2)s1","128.82"
"O=C(Cc1ccc(F)c(C(F)(F)F)c1)Nc1cccc2c(=O)n([C@@H]3CNC[C@H]3O)ccc12","3"
"O=C(NC1CC1)c1cn(-c2cccc(C#Cc3cccnc3)c2)c2ncccc2c1=O","29"
"O=C(NCC1(O)CCCCCC1)c1cc(-c2ccccc2C(=O)O)ccc1Cl","12.5"
"O=C(NCC1(O)CCCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl","3"
"O=C(NCC12CC3CC(CC(C3)C1)C2)c1c(Cl)ccc2nc(N3CCC[C@H](NCCc4nnn[nH]4)C3)ccc12","13"
"O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CC3CNCC(C2)O3)ccc1Cl","9"
"O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccnc(N2CCNCC2)c1Cl","7.2"
"O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccnc(NCC2CCNCC2)c1Cl","4"
"O=C(NCC1CCCCCC1)c1cc(-c2cccnc2N2CCC(C(=O)O)CC2)ccc1Cl","15"
"O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F","3"
"O=C(NCCCCCCNCCc1ccc(O)c2nc(O)sc12)Nc1ccccc1","98"
"O=C(NCCc1ccccc1Cl)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl","8"
"O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c(=O)c2cc(S(=O)(=O)N3CCC3)ccc12","3"
"O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CC1CC(F)(F)C1","10"
"O=C(NCc1ccccc1)c1cc(-c2ccco2)on1","138.04"
"O=C(NCc1ccccc1)c1ccc2cccnc2c1O","22.77"
"O=C(NCc1cccnc1)c1cc(-c2ccco2)on1","150"
"O=C(NS(=O)(=O)c1ccccc1Cl)c1ccc[nH]1","3.31"
"O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl","69.18"
"O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1","150"
"O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1","3"
"O=C(Nc1cc(-c2ccncc2)c[nH]c1=O)[C@H](Cc1ccccc1)NC1(c2ccccn2)CC1","150"
"O=C(Nc1ccc(CCO)cc1)c1cc2cc(Cl)ccc2[nH]1","63.1"
"O=C(Nc1ccc(F)cc1)c1ccc(Cl)[n+]([O-])c1","149"
"O=C(Nc1ccc(N2CCNCC2)cc1)c1ccc(-c2ccc(Cl)cc2)o1","3"
"O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(C(F)(F)F)cc2[nH]cnc12","17.38"
"O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(F)cc2[nH]cnc12","67.61"
"O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc(O)cc(C(F)(F)F)c1","29.51"
