,smiles,actual,predicted
3736,C=Cc1ccc(OC(C)=O)cc1,2.033,1.9807081
3737,C=CC(C)(CCC=C(C)C)OC(=O)C=Cc1ccccc1,1.456,1.7845066
3738,NC(=S)C1CC=CCC1,3.451,2.5688381
3739,C=CC(C)(O)CCCCC,1.898,1.7585742
3740,CCOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,3.116,3.6041038
3741,CCOP(=O)(CC)OCC,1.853,2.9870088
3742,O=c1[nH]sc2ccccc12,2.171,2.134775
3743,CC1=CC(=O)CC(C)(C)C1,1.869,1.820485
3744,CNC(=S)NNc1cc(C(F)(F)F)cc(C(F)(F)F)c1,2.884,2.6962452
3745,CSc1ccc(OP(C)(C)=S)cc1C,3.148,3.422803
3746,Nc1nc2cc(Cl)c(Br)cc2o1,3.247,2.757628
3747,CCC(C)(O)C#CC(C)(O)CC,2.085,2.0486732
3748,O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1,2.293,2.2544358
3749,Nc1nc2cc(I)ccc2o1,2.415,2.3465712
3750,O=C1CC(=O)N(c2ccccc2)N1c1ccccc1,2.402,2.2813375
3751,C=Cc1ccc(OCC2CO2)cc1,2.246,2.0041852
3752,CC(C)(C#N)N=NC(C)(C)C#N,3.215,2.6157858
3753,CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,1.961,2.2714949
3754,CN(C)c1nc2cc(Cl)ccc2o1,2.391,2.5173612
3755,CC(Br)C=CCl,3.36,1.7749081
3756,CC(C)C=O,1.876,1.6188469
3757,CC1(C)CN(c2ccccc2)NC1=O,3.802,2.784389
3758,O=C(NCCO)c1ccccc1O,1.625,1.7452323
3759,C=C(C)C=O,2.7,2.034473
3760,CCOP(=O)(OCC)OC(=C(Cl)Cl)c1cc(Cl)cc(Cl)c1,4.294,4.6506047
3761,CN1CCN2c3ccccc3Cc3ccccc3C2C1,2.456,3.0315979
3762,COC(=O)CCC(Cl)C(C)=O,1.94,2.0606418
3763,Cc1cc(F)ccc1NC(=O)c1cc(Cl)cc(-c2ccc(Cl)cc2)c1O,2.192,2.5229106
3764,CCCCOC(=O)C(Cl)(Cl)Oc1ccccc1,2.267,1.9925253
3765,C=CC(=O)N(CC)CC,1.954,1.949166
3766,ClC=C(Cl)Cl,1.427,2.154351
3767,CC(=O)SCCCCCCSC(C)=O,2.667,1.8925893
3768,O=C(Cl)CCl,2.735,2.6554549
3769,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)c(C)c2)cc1C,3.296,3.508154
3770,CC(=O)Nc1ccc2c(c1)sc1ccccc12,2.305,2.0260313
3771,C=CC(=O)N(C)C,2.497,2.3892448
3772,O=C(CF)NCc1ccc(Br)cc1,2.778,2.8780296
3773,NC(=O)CCl,2.831,2.2835448
3774,Cc1cccc(C)c1N(COCC(C)C)C(=O)CCl,2.204,2.3905296
3775,CCOCCOCCOc1ccccc1,1.992,2.0951235
3776,O=C(O)CBr,3.444,2.4681847
3777,BrC(Br)C(Br)Br,2.459,2.5503268
3778,CCCN=C(C(OCC)c1ccccc1)N1CCCCCC1,3.138,2.4880276
3779,CCN1CCCC1=O,1.923,1.8711447
3780,COP(N)(=S)Oc1ccccc1C(=O)OC(C)C,3.762,3.425524
3781,C=C(C)C(N)=O,2.268,1.8008589
3782,CCCCCCCCN1CCCC1=O,1.983,1.8343337
3783,CCCN=C(C(OC)c1ccccc1)N1CCCCCC1,3.72,2.56764
3784,CN1Cc2ccccc2C2CCc3ccccc3C21,2.395,2.7342935
3785,C=C(C)C(=O)O,1.91,1.8405685
3786,CC(C)(CNc1ccc(N=O)cc1)[N+](=O)[O-],1.913,2.4192362
3787,CC(=O)C1(C)C(C)(C)c2ccc(C)cc2C1(C)C,2.158,2.4154818
3788,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,1.659,2.6082065
3789,C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1,2.139,2.195032
3790,CC(=O)Nc1cccc2c3c([nH]c12)CCCC3,1.771,2.0135248
3791,CCCCC(CC)COC(=O)Cl,1.551,1.4283642
3792,CCCCCCCCCCCCCCCC(=O)OCC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,1.822,1.3448614
3793,CC(C)(C)C(=O)COc1ccc(Cl)cc1,1.688,1.8953483
3794,CC(C)(O)C(C)(O)c1ccc(Cl)cc1,2.412,2.098018
3795,CCCN=C(NCCC)C(OCC)c1ccc(Cl)cc1,3.8,3.6945422
3796,CS(=O)(=O)C(Cl)=CCl,3.458,2.3992507
3797,CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1,1.692,1.9582984
3798,CC(C)C(Br)C(=O)OC(C)C(Cl)(Cl)Cl,2.435,2.5900147
3799,CCc1cccc(C)c1N,2.184,2.324704
3800,CCNC(C)C(C)C,2.42,2.0548801
3801,CC(=O)OC(C)(C)C1CC=C(C)CC1,1.587,1.7290055
3802,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,3.378,3.2350907
3803,CN1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,2.475,2.753973
3804,O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl,3.216,2.8584445
3805,C[N+](C)([O-])c1ccc(N=Nc2ccccc2)cc1,2.04,2.184831
3806,CC(C)(N1CC1C#N)N1CC1C(N)=O,1.797,1.6757455
3807,CC(C)c1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,1.879,1.7490547
3808,CCCCCCCCCCCCN1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,2.539,2.7132115
3809,CCN(CC)C(=O)N1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,3.677,2.847532
3810,CCOP(=S)(Oc1cnn(C)c(=O)c1Cl)OC(C)C,3.461,4.0158896
3811,CNC(=O)Oc1cc(C(C)C)ccc1C,2.919,2.8276696
3812,C=C(Cl)C(=O)OC,3.249,2.7611973
3813,c1cc[n+]2c(c1)-c1cccc[n+]1CC2,2.902,2.330915
3814,CC(=O)N1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,2.966,2.9263291
3815,CCOP(=S)(Oc1c(OC)cnn(C)c1=O)OC(C)C,4.11,4.5833116
3816,CN1CCN(C)C1=O,1.958,1.7676098
3817,CCSP(=O)(Oc1cnn(C)c(=O)c1OC)OC(C)C,3.964,4.3958416
3818,CN1CCN(CCC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,3.013,2.74752
3819,OCP(CO)CO,2.843,2.198641
3820,O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12,0.983,1.7190058
3821,CC(C)(N=C=O)c1cccc(C(C)(C)N=C=O)c1,1.725,2.2260406
3822,O=C(CN1CCN(CCc2ccccc2)CC1)NN=Cc1ccc([N+](=O)[O-])o1,3.331,2.910898
3823,O=C(CN1CCNCC1)NC1CCCCC1,1.762,1.9450827
3824,O=C1OC(=O)c2ccc3c4c(ccc1c24)C(=O)OC3=O,1.559,2.1111813
3825,CC(C(=O)O)c1ccc(C2CCCCC2)cc1,2.916,2.5766854
3826,CC(C)=CCCC(C)=CCCC(=CCCC(C)=CCO)CO,1.449,1.5431811
3827,CCCCNC(=O)c1ccccc1,1.538,1.891208
3828,O=c1c2ccccc2c(=O)c2c1ccc1[nH]c3c(ccc4c(=O)c5ccccc5c(=O)c43)[nH]c12,2.345,2.7563436
3829,CCOC(=O)C1=C(O)c2ccccc2S(=O)(=O)N1C,1.771,2.2155864
3830,CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1,2.138,2.2598777
3831,Nc1c(Cl)cc(Cl)cc1C(=O)O,1.699,2.006122
3832,O=C1OC(=O)c2cccc3cccc1c23,1.206,1.8284793
3833,N#CSCC(Cl)SC#N,3.261,3.436502
3834,COc1ccc(OC)c(CC(C)N)c1,3.058,2.233891
3835,O=[N+]([O-])C(F)(COCC(COCC(F)([N+](=O)[O-])[N+](=O)[O-])(N(F)F)N(F)F)[N+](=O)[O-],2.744,2.4841561
3836,O=C1c2cccc(S(=O)(=O)O)c2C(=O)c2c1cccc2S(=O)(=O)O,2.294,1.8626329
3837,Cc1cc(=O)nc(C(C)C)[nH]1,1.751,1.5239298
3838,COC(=NC#N)OC,1.881,2.1729674
3839,COc1c2ccoc2cc2oc(C)cc(=O)c12,2.442,2.7038217
3840,COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,2.892,2.3688202
3841,CC(C)=NOC(=O)Nc1ccccc1,2.096,2.3585749
3842,NNC(=O)OC1CC2CCC(C1)N2C(=O)Oc1ccccc1,1.786,2.0643096
3843,O=C(O)C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,2.58,2.4280803
3844,OC(CCl)COCCCCCOCC(O)CCl,2.109,2.290766
3845,CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,2.915,2.2112525
3846,CC(O)COC(C)COC(C)CO,1.807,1.6097647
3847,CCCCC(C)(C)C(O)C=CC1C(O)CC(=O)C1CCCCC=CC(=O)OC,3.844,3.5087073
3848,OCCNC1CCCCC1,0.573,1.4503417
3849,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,2.594,2.1553884
3850,Cc1ccccc1-c1nc2c(N)nc(N)nc2nc1N,2.172,2.093259
3851,CCCCc1ccc(C(=O)c2ccccc2F)cc1,2.506,2.3475883
3852,CCO[Si](CCCN=C=O)(OCC)OCC,2.544,1.4987471
3853,CCC1CC2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2)C13,2.977,2.8972907
3854,CNC(=O)Nc1nnc(C(C)(C)C)s1,2.03,2.168765
3855,COc1cc(N)c2c(c1N)C(=O)c1ccccc1C2=O,2.479,2.1902578
3856,COc1ccccc1C=Nc1ccccc1C(=O)O,2.231,2.3890464
3857,CC1CCC=C2N(C)C=C(C(N)=O)C(=O)N21,2.47,2.3968892
3858,CCCOC(=O)C1COc2ccccc2O1,1.475,1.8814442
3859,O=C(Cl)CCCC(=O)Cl,2.827,2.103299
3860,O=C1C(=O)c2ncccc2-c2cccnc21,4.624,2.8548405
3861,c1ccc(-c2ccccc2-c2ccccc2)cc1,2.084,1.7551214
3862,CCSc1nnc(C(C)(C)C)c(=O)n1N,2.581,2.2572346
3863,COC(=O)Cc1cccc2ccccc12,2.023,2.3202512
3864,Oc1cc2nc(C(F)(F)F)[nH]c2cc1Cl,3.63,3.6288526
3865,CC(C)c1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,1.566,2.494737
3866,CC=C(CC)C(=O)NC(N)=O,1.796,1.9883912
3867,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,1.927,2.2125316
3868,Oc1c(Cl)cc2[nH]c(C(F)(F)F)nc2c1Cl,3.67,4.2153363
3869,CC(C)(C)c1cc(CCC(=O)NCCN)cc(C(C)(C)C)c1O,2.313,3.022112
3870,C=Cc1cccc(C)c1,1.719,2.148408
3871,CC(=O)OC1(C)CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,6.332,2.8607569
3872,O=C(Oc1ccccc1)c1ccccc1C(=O)Oc1ccccc1,1.6,1.7216648
3873,C=C(C)c1ccc(C(C)(C)N=C=O)cc1,1.66,2.0711017
3874,C=C(C)C(=O)CC,2.37,1.9138685
3875,CSc1nc(C(C)(C)C)nn1C(=O)N(C)C,4.208,2.3904111
3876,O=C(O)c1ccccc1C(=O)c1ccccc1,1.692,1.7276361
3877,CCCCOC(=O)COC(=O)c1ccccc1C(=O)OCCCC,1.682,1.452254
3878,CNC(=O)Oc1ccc(NC(=O)C(F)(F)Cl)c(C)c1,3.781,3.8545115
3879,COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(O)C1OC,2.937,3.2200487
3880,COc1cc2c(OC3OCC(OC)C(OC)C3O)c3c(c(-c4ccc5c(c4)OCO5)c2cc1OC)COC3=O,4.636,3.2319908
3881,CC(C)CCCCCOC(=O)CS,2.769,2.3646078
3882,Cc1cccc(NC(=O)c2ccccc2C(=O)O)c1,1.688,1.7245215
3883,CCS(=O)(=O)Nc1c(C)cc(OC(=O)NC)cc1C,2.565,2.7217567
3884,O=S(=O)(Cl)c1ccccc1Cl,1.449,1.8089579
3885,CC(C)CCCCCOP(OCCCCCC(C)C)OCCCCCC(C)C,1.658,1.7090404
3886,CCN(C(=O)N(CC)c1ccccc1)c1ccccc1,1.989,1.9591383
3887,O=C(Cl)c1cc(Cl)cc(Cl)c1,2.421,2.4650383
3888,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1,1.81,1.893165
3889,CC(C)CCCCC(=O)O,2.205,1.8363724
3890,CCCCS(=O)(=O)NC1CCCCC1,1.891,2.3269103
3891,O=C=Nc1cccc(Cl)c1,1.563,2.211702
3892,O=P(O)(O)OP(=O)(O)OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,2.053,2.0075548
3893,CC(C)(S)C(=O)NC(CS)C(=O)O,1.758,1.9005468
3894,CCCCCCCCOC(=O)C=CC(=O)OCCCCCCCC,1.38,1.4945089
3895,CCN1C(=O)NC(c2ccccc2)C1=O,2.134,2.1851742
3896,O=C(Cl)c1cccc(Cl)c1Cl,1.953,2.1260505
3897,CC1(C)COCCO1,1.588,1.5782937
3898,CCC(C)Cn1c(=O)n(C)c(=O)c2[nH]c(C)nc21,3.451,2.9208775
3899,CCCCCCCC[Si](OCC)(OCC)OCC,1.495,1.4671019
3900,ClCc1cccc2ccccc12,2.298,2.3585148
3901,CC1=NN(c2ccc(C)cc2)C(=O)C1,1.403,1.926549
3902,CCOC(=O)CN=C=O,2.058,1.9104776
3903,CO[Si](CCCNCCCN)(OC)OC,1.797,1.879161
3904,O=C(NCCO[N+](=O)[O-])c1cccnc1,2.238,2.7978256
3905,Cc1cc(-n2c(C)nc3ccccc3c2=O)n(-c2ccccc2)n1,2.245,2.588828
3906,CCC1(C(C)CC(C)C)C(=O)NC(=O)NC1=O,3.506,2.4988499
3907,Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1,1.318,1.520393
3908,O=[N+]([O-])CCCO,3.135,2.186987
3909,CC(=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.369,1.7193488
3910,Cc1nc(C)c(Cl)c(O)c1Cl,1.028,1.6804435
3911,COc1ccc2c(c1)c(CC(=O)OCC(C(=O)O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,3.558,3.614163
3912,O=C(Nc1ccc(Br)cc1)c1cc(Br)ccc1O,2.957,2.6972926
3913,C#CC(C)(C)N,1.752,2.136896
3914,CC(=CC(=O)O)C1CCCCC1,1.764,1.8938982
3915,CCOC=C(C(=O)OCC)C(=O)OCC,2.369,2.0964234
3916,Nc1ccc(O)c2c1C(=O)c1c(N)c(Br)cc(O)c1C2=O,1.446,1.5699205
3917,CC(C)CCOC(=O)c1ccccc1O,1.8,2.0011504
3918,CCC=CCCOC(=O)c1ccccc1O,1.644,1.7243153
3919,CCOC1CCCCC1O,2.254,2.0026271
3920,ClC(Cl)C(Cl)C(Cl)C(Cl)Cl,2.821,2.7353847
3921,CCC(C)c1ccc2ncccc2c1,2.259,2.4148924
3922,CCC(O)OC(O)CC,0.956,1.2154311
3923,O=S1(=O)CC(Cl)C(Cl)C1,2.594,2.7096088
3924,O=CC(Cl)=C(Cl)C(=O)O,3.228,2.3884244
3925,CC(C)C(=O)OCC(C)(C)C(O)C(C)C,1.83,1.7385322
3926,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)C)CC(O)CC1O,3.071,4.9076877
3927,Clc1cccc(Cl)c1Cl,1.996,2.174356
3928,O=C1C=CC(=O)N1c1cccc(N2C(=O)C=CC2=O)c1,2.292,2.371304
3929,CCN(CC)CC#N,2.846,2.9845479
3930,CCSC(=O)COc1ccc(Cl)cc1C,2.491,2.3975546
3931,COC(=O)CNCP(=O)(O)Oc1ccccc1,1.801,2.2732565
3932,COCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,1.371,2.0500116
3933,CC(C)c1ccccc1C(C)C,1.464,1.742127
3934,CC=C(C)C=CC=C(C)C,1.856,2.0798628
3935,COc1ccc2c(c1)c(CC(=O)Oc1ccccc1C(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,3.905,3.3783524
3936,OCC(O)C(O)C(O)CO,0.965,1.9616797
3937,CCc1c(C)[nH]c2c1C(=O)C(CN1CCC3(CC1)OCCO3)CC2,3.141,2.6925035
3938,CCN(CC)C(=O)Cl,1.701,2.1456876
3939,CO[Si](C)(OC)c1ccccc1,2.31,2.1086
3940,N#Cc1ccc(F)cc1C#N,4.019,3.7399359
3941,CC(C)(C)c1ccccc1O,2.533,2.132519
3942,Cc1ccc2c(-c3cccc(O)c3)nc(=O)n(C(C)C)c2c1,2.266,2.2905498
3943,CC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],2.395,2.2281985
3944,CCN(CC)CCOCc1cc(Br)cc(Br)c1OC,2.898,3.2561276
3945,CC(C)CCCCCCCO,1.482,1.5349888
3946,CN(C)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,2.408,2.376014
3947,Nn1cnc2cc3ccccc3cc2c1=O,2.592,2.5609872
3948,O=[N+]([O-])c1c[nH]cn1,2.275,1.9457929
3949,CC(=O)OC1CCCCC1C(C)(C)C,1.635,1.9513066
3950,CCCCCCC(C)(C)S,1.461,1.7107558
3951,CCO[Si](C)(CCCCN)OCC,1.5,1.8511114
3952,COc1ccc2c(c1)c(CC(=O)OCC(C(=O)O)c1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,3.474,3.614163
3953,Cc1ccc(N)c(S(=O)(=O)O)c1,1.204,1.1563869
3954,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,2.702,2.0013735
3955,S=c1[nH]c2ccc(Cl)cc2[nH]1,3.09,2.637887
3956,OCCN1CCCCC1,1.936,1.6498657
3957,c1ccc2[nH]c(SN3CCCCC3)nc2c1,2.437,2.4420567
3958,CC(=O)OCC(C(OC(C)=O)c1ccccc1)[N+](=O)[O-],1.939,2.1930957
3959,Nc1cnn(-c2ccccc2)c(=O)c1Br,1.496,1.9136472
3960,O=C(O)c1cc(I)cc(I)c1I,2.789,1.7729968
3961,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,1.749,2.0676537
3962,CCN(COC(C)=O)N=O,2.256,1.838538
3963,COc1ccccc1OCC(O)COC(=O)c1cccnc1,1.595,1.8061606
3964,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,3.059,3.840793
3965,Cc1c(-c2c(C)c(N)c3c(C(C)C)c(O)c(O)c(C=O)c3c2O)c(O)c2c(C=O)c(O)c(O)c(C(C)C)c2c1N,2.225,2.2545228
3966,CCCN(COC(C)=O)N=O,2.205,2.220905
3967,O=S(=O)(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,2.639,2.2649837
3968,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,1.987,2.043985
3969,C=CC(=O)OC1CCCCC1,1.246,1.7936541
3970,Cc1nn(C)c(=O)c2noc(C)c12,2.253,2.020513
3971,Nc1ccc(O)c(C(=O)O)c1,1.738,2.072987
3972,NN1C(=O)CC(c2cccc(Br)c2)C1=O,2.226,1.8957571
3973,Cc1ccc(C)c([N+](=O)[O-])c1,1.792,1.8335347
3974,CCCOC(=O)COc1cccc(C(C)(C)C)c1,2.143,2.06869
3975,Cn1nc(-c2ccccc2)c2conc2c1=O,2.356,2.4183133
3976,COP(=S)(OC)Oc1ccc(SC)cc1,4.422,3.4805026
3977,CC(C)CCC(C)Nc1ccc(Nc2ccccc2)cc1,2.129,2.455031
3978,CCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,4.22,3.851294
3979,Nc1ccc(Cl)cc1[N+](=O)[O-],2.635,2.0634513
3980,O=c1c2nocc2c(-c2ccccc2)nn1-c1ccccc1,2.461,2.3412132
3981,CC(C)CCC(C)Nc1ccc(NC(C)CCC(C)C)cc1,2.609,2.3503525
3982,CCC(C)c1ccccc1O,2.672,2.2081568
3983,CCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,3.935,3.7822342
3984,Cc1onc2c(=O)n(C)nc(-c3ccccc3)c12,2.382,2.6562989
3985,Cc1onc2c(=O)n(-c3ccccc3)nc(-c3ccccc3)c12,2.482,2.8397255
3986,CCCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,3.791,3.7822342
3987,ClC(Cl)(Cl)CC1CO1,2.068,2.1716886
3988,O=C(NO)c1ccccc1O,1.486,1.8937058
3989,CCCCCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,4.012,3.7822342
3990,CCCCP(=S)(CCCC)CCCC,2.521,2.5235145
3991,O=C(Cl)c1ccc(Cl)cc1Cl,1.655,2.2230484
3992,O=c1[nH]nc(-c2ccccc2)c2conc12,2.329,2.4528875
3993,CCCCCC1=CCCC1=O,1.84,1.6282532
3994,CCCCCCCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,3.699,3.7822342
3995,CCCCOC(C)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,2.869,2.7601516
3996,O=Cc1ccccc1Cl,1.813,2.0548935
3997,CC(C)c1ccc(-c2ccccc2)cc1,1.633,1.9793693
3998,CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O,1.861,2.1487777
3999,CCCCCCCCCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,3.422,3.7822316
4000,O=c1nn[nH]c2ccccc12,2.393,2.5579193
4001,CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl,2.126,2.905137
4002,C=CCNP(=O)(OC=C(Cl)Cl)OCCCl,4.071,4.074873
4003,Nc1c(I)cc(I)c(C(=O)N(CCC(=O)O)c2ccccc2)c1I,2.374,2.4230785
4004,O=C1CCCCC1C1CCCCC1,1.557,1.9722834
4005,CCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,3.443,3.7822342
4006,C=CCNP(=O)(OC=C(Cl)Cl)OC1CCCCC1,3.497,2.8951771
4007,COc1cccc(OC)c1O,2.448,2.2782063
4008,CSc1ccc(O)cc1C,1.657,2.204763
4009,CC(O)COC(C)CP(CC(C)OCC(C)O)CC(C)OCC(C)O,1.427,1.7804531
4010,COc1ccccc1OC(=O)C(C)c1ccc(CC(C)C)cc1,2.18,2.355973
4011,C=CC(=O)OCCOC,2.507,1.9377153
4012,N#Cc1ccccc1C#N,3.631,2.84299
4013,O=Cc1cccc(Br)c1,2.216,1.9747971
4014,CS(=O)C(C)(C)CO,1.081,1.5703217
4015,CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,1.51,1.9659259
4016,COC(=O)c1ccccc1N=CC(C)Cc1ccc(C(C)(C)C)cc1,2.051,2.3753686
4017,CC(C)(C)C(=O)CCc1ccc(Cl)cc1,1.854,1.7174727
4018,CC(C)(CO)S(C)(=O)=O,1.129,1.7095523
4019,Clc1ccc2ccccc2c1,1.894,2.1115127
4020,CN(C)C(=O)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1,1.829,2.4225714
4021,CS(=O)C(C)(C)C(N)=O,0.97,1.757558
4022,CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3s2)cc1,2.62,2.3421018
4023,O=C(Nc1cccc(Cl)c1)OCC#CCOC(=O)Nc1cccc(Cl)c1,2.286,2.6248205
4024,CC(=O)C=Cc1ccc2c(c1)OCO2,1.677,2.2385669
4025,CC(C)(C(=O)O)S(C)(=O)=O,1.465,1.917246
4026,CCN(CCO)c1cccc(C)c1,2.117,2.08785
4027,CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,2.186,2.4933307
4028,Cc1cccc(N(CCO)CCO)c1,1.799,2.1345522
4029,CCC(O)CCO,0.717,1.340839
4030,N=C(NN=Cc1ccc(Cl)cc1)NN=Cc1ccc(Cl)cc1,2.394,2.3831997
4031,Clc1cccc(Cl)c1Nc1ncccn1,1.706,2.7882485
4032,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,1.83,2.0235567
4033,CN(C)C(=O)ON=C(C#N)c1ccccc1,3.848,3.9979131
4034,COc1ccc2c(c1OC)C13CCN(C)C(C2)C1(O)CCC(O)C3,2.993,2.9609888
4035,OCCN(CCO)c1cccc(Cl)c1,1.622,1.9661479
4036,c1ccc(-c2cccc(-c3ccccc3)c2)cc1,1.982,2.0792003
4037,CCC1NC(=O)c2ccccc2O1,2.131,1.9077765
4038,ClC(=NNc1c(Cl)cc(Cl)cc1Cl)c1ccccc1,2.668,2.6386614
4039,CN(C)CCCO,1.685,1.464824
4040,C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC(C)=O)C(O)C1C(C)(C)CCC(O)C12C,2.207,2.9159572
4041,CCCCc1ccccc1O,2.375,2.1792893
4042,CCCCCCCOCCOCCO,1.842,1.6605831
4043,CCN(CCNS(C)(=O)=O)c1ccc(N)c(C)c1,2.832,2.569805
4044,CCC(C(=O)C(C)C(O)C(C)CCc1ccc(C)c(O)c1C(=O)O)C1OC(CC)(C2CCC(O)(CC)C(C)O2)CC1C,3.685,3.3064914
4045,ClC1=C(Cl)C2(Cl)C3C(Br)C=CC3C1(Cl)C2(Cl)Cl,2.604,3.2490916
4046,CNC(=O)ON=C1SCC(=O)NC1(C)C,5.319,4.62658
4047,COc1ccccc1NC(=O)CC(C)=O,2.112,2.3284535
4048,ClC1=C(Cl)C2(Cl)C3C4OC(C5OC54)C3C1(Cl)C2(Cl)Cl,3.431,4.612315
4049,CNC(=O)ON=C1SC(C)C(=O)NC1(C)C,5.443,4.894328
4050,CO[Si](CCCn1c(=O)n(CCC[Si](OC)(OC)OC)c(=O)n(CCC[Si](OC)(OC)OC)c1=O)(OC)OC,2.557,2.268132
4051,COc1ccccc1NC(=O)CC(=O)c1ccccc1,2.226,2.385801
4052,CC(Oc1ccc(Oc2ccc(Cl)cc2)cc1)C(=O)O,2.387,2.4332309
4053,Cc1cccnc1-n1c(C)nc2ccccc2c1=O,2.804,2.4161966
4054,CCN(CCCl)c1ccccc1,2.474,2.4823322
4055,CNC(=O)ON=C1SCC(=O)NC1C,4.584,4.945165
4056,c1coc(OCC2CO2)c1,2.105,1.9328221
4057,CC1C(=NOC(=O)N(C)SC(Cl)(Cl)Cl)SCC(=O)N1C,5.032,4.7771063
4058,CCN(CCO)c1ccccc1,2.003,1.816929
4059,ClCC1CS1,3.434,2.6693888
4060,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC21C,2.161,2.175074
4061,CCCCCCc1ccccc1O,2.137,1.9687691
4062,O=P(OCCCCl)(OCCCCl)OCCCCl,2.339,2.9704697
4063,COc1cc2ccc(=O)oc2cc1O,1.704,2.4134762
4064,N#CC(Br)Br,2.909,3.2796752
4065,CC(C)C1C=C2CCC3C(C)(CO)CCCC3(C)C2CC1,0.618,1.621181
